dataset,file,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,Rho_rel,L_star_mm,bbox_over_Lstar,SAV_x_cell_star,rel_surface_star,curv_mean_mean_xL_star,curv_mean_iqr_xL_star,curv_mean_p99_xL_star,curv_gauss_mean_xL2_star,curv_gauss_iqr_xL2_star,curv_gauss_p99_xL2_star,thickness_over_cell_star,family,topology,element_order,group_key
TPMS,IWP Generator_0.12.stl,,,,,,10.012,214848,1,1,-12,0.11933,63.0375,7.522,0.898,-20.99661,26.32883,-0.3974,10.17572,93.8765,19.2834,0.3333,0.0328,4000,0.03333,,0.33334,0.33334,0.33331,1.0001,3e-05,0.33334,0.33334,0.33331,2e-05,0.95,30.3,OK,IWP Generator_0.12,0.034916,0.036339,0.249109,0.002452,0.992288,0.041911,0.013831,0.013932,0.11933,1.32939,7.5313,8.380122,0.999965,-0.05283,1.352747,2.56351,-0.371067,0.465301,1.659051,0.250717,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|5
TPMS,IWP Generator_0.14.stl,,,,,,10.01,217584,1,1,-12,0.14001,54.2425,7.5944,0.887,-21.08441,26.51884,-0.47304,10.01303,94.818,19.8468,0.3913,0.0384,4000,0.03913,,0.33334,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33334,0.0,0.942,31.0,OK,IWP Generator_0.14,0.042661,0.044302,0.251859,0.016544,0.947376,0.052122,0.01692,0.016675,0.14001,1.31674,7.6021,7.142347,0.999988,-0.062287,1.318459,2.613315,-0.365564,0.459787,1.643968,0.297172,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|7
TPMS,IWP Generator_0.16.stl,,,,,,10.015,217104,1,1,-12,0.15937,47.9767,7.646,0.886,-21.05783,26.85017,-0.54228,10.00183,93.7947,20.1442,0.4447,0.0438,4000,0.04447,,0.33334,0.33334,0.33333,1.00002,1e-05,0.33334,0.33334,0.33333,0.0,0.936,30.9,OK,IWP Generator_0.16,0.050438,0.05227,0.254457,0.028207,0.911569,0.062567,0.020066,0.019371,0.15937,1.30787,7.6575,6.274707,0.999994,-0.070923,1.308105,2.63459,-0.360197,0.459275,1.60437,0.34002,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|7
TPMS,IWP Generator_0.18.stl,,,,,,10.014,218752,1,1,-12,0.17898,43.0551,7.7059,0.875,-21.23941,26.55036,-0.61713,10.00457,95.391,20.1298,0.4963,0.0481,4000,0.04963,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.928,34.1,OK,IWP Generator_0.18,0.058452,0.060478,0.256452,0.037636,0.883199,0.073418,0.023293,0.022135,0.17898,1.29769,7.7168,5.587216,0.999987,-0.080084,1.298283,2.612224,-0.357671,0.447108,1.606383,0.382449,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|8
TPMS,IWP Generator_0.20.stl,,,,,,10.009,220416,1,1,-12,0.19997,38.9048,7.7799,0.865,-21.20149,27.00602,-0.68346,10.11233,93.7543,20.4167,0.5539,0.0529,4000,0.05539,,0.33334,0.33334,0.33333,1.00003,1e-05,0.33334,0.33334,0.33333,0.0,0.92,32.5,OK,IWP Generator_0.20,0.067543,0.069771,0.258478,0.047435,0.855076,0.085909,0.026958,0.025204,0.19997,1.28538,7.7868,5.00075,1.000014,-0.087851,1.29982,2.624324,-0.350292,0.446195,1.549013,0.430923,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|9
TPMS,IWP Generator_0.22.stl,,,,,,10.013,220448,1,1,-12,0.21949,35.6675,7.8286,0.864,-21.37799,27.5291,-0.7531,9.99728,96.4231,19.931,0.6089,0.0599,4000,0.06089,,0.33334,0.33334,0.33332,1.00008,3e-05,0.33334,0.33334,0.33332,1e-05,0.913,31.9,OK,IWP Generator_0.22,0.076706,0.079134,0.2601,0.055225,0.832819,0.098574,0.030643,0.028287,0.21949,1.27736,7.8388,4.556016,0.999992,-0.096198,1.27701,2.545902,-0.348813,0.449177,1.573281,0.476687,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|10
TPMS,IWP Generator_0.24.stl,,,,,,10.01,221824,1,1,-12,0.23943,32.93,7.8845,0.851,-21.39443,27.6297,-0.83302,10.05904,101.9365,20.4109,0.6654,0.066,4000,0.06654,,0.33335,0.33335,0.33331,1.00013,4e-05,0.33335,0.33335,0.33331,2e-05,0.908,33.6,OK,IWP Generator_0.24,0.086382,0.089018,0.261495,0.061938,0.814279,0.111974,0.034535,0.031528,0.23943,1.26832,7.8923,4.176586,1.000009,-0.105654,1.275811,2.58876,-0.34416,0.444463,1.639793,0.52463,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|11
TPMS,IWP Generator_0.26.stl,,,,,,10.013,222656,1,1,-12,0.25903,30.6031,7.9271,0.846,-21.54981,28.63309,-0.91291,9.99213,102.9453,20.3744,0.7182,0.0709,4000,0.07182,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.899,33.0,OK,IWP Generator_0.26,0.096604,0.099472,0.262518,0.067512,0.798715,0.126186,0.038619,0.03497,0.25903,1.26149,7.9374,3.860557,0.999997,-0.115163,1.260499,2.570214,-0.342936,0.455656,1.638233,0.569326,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|12
TPMS,IWP Generator_0.28.stl,,,,,,10.013,222672,1,1,-12,0.27894,28.5983,7.9771,0.841,-21.72919,28.80344,-0.98552,10.01547,100.7517,21.1878,0.7691,0.079,4000,0.07691,,0.33336,0.33332,0.33331,1.00015,5e-05,0.33331,0.33332,0.33336,2e-05,0.891,33.1,OK,IWP Generator_0.28,0.107314,0.110449,0.263107,0.072336,0.786487,0.140909,0.042796,0.038582,0.27894,1.25357,7.9876,3.585,0.999986,-0.123542,1.25551,2.656041,-0.341461,0.452629,1.583253,0.613527,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|13
TPMS,IWP Generator_0.30.stl,,,,,,10.011,223920,1,1,-12,0.29909,26.8373,8.0268,0.831,-21.6085,29.25331,-1.05853,10.27242,104.4136,21.1856,0.8222,0.0872,4000,0.08222,,0.33334,0.33334,0.33333,1.00003,1e-05,0.33334,0.33334,0.33333,0.0,0.886,31.8,OK,IWP Generator_0.30,0.118447,0.12188,0.263386,0.07662,0.775516,0.15616,0.047012,0.042323,0.29909,1.24583,8.0356,3.343475,1.000004,-0.131875,1.27977,2.639369,-0.335385,0.454039,1.620599,0.659961,TPMS,IWP Generator,quadratic,TPMS|IWP Generator|14
TPMS,K Generator_0.10.stl,,,,,,10.015,256512,1,1,-44,0.09918,84.3126,8.3622,0.888,-28.03231,34.72057,-0.527,10.30671,166.0018,22.2199,0.2348,0.0446,4000,0.02348,,0.33333,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.965,31.5,OK,K Generator_0.10,0.026491,0.026942,0.27823,0.192891,2.208998,0.028503,0.01561,0.014241,0.09918,1.19587,8.3747,10.082678,1.000009,-0.063022,1.232547,2.657208,-0.40089,0.496539,2.373994,0.196343,TPMS,K Generator,quadratic,TPMS|K Generator|4
TPMS,K Generator_0.12.stl,,,,,,10.012,258976,1,1,-44,0.11963,70.7295,8.4611,0.883,-27.32723,34.8404,-0.6405,10.00725,164.6021,23.0324,0.2837,0.052,4000,0.02837,,0.33336,0.33333,0.3333,1.00017,6e-05,0.3333,0.33333,0.33336,2e-05,0.955,32.4,OK,K Generator_0.12,0.033442,0.034045,0.276985,0.180422,2.075612,0.036268,0.019355,0.017553,0.11963,1.18184,8.4715,8.359107,0.999968,-0.075697,1.182699,2.722065,-0.381693,0.486633,2.29908,0.240049,TPMS,K Generator,quadratic,TPMS|K Generator|5
TPMS,K Generator_0.14.stl,,,,,,10.015,259488,1,1,-44,0.139,61.4715,8.5448,0.874,-27.76163,33.53809,-0.77088,10.16286,179.6242,22.5901,0.3264,0.0602,4000,0.03264,,0.33333,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.945,32.7,OK,K Generator_0.14,0.040559,0.041339,0.275459,0.168294,1.955311,0.044295,0.02301,0.02081,0.139,1.17034,8.5573,7.194245,1.000031,-0.090219,1.189398,2.643806,-0.380249,0.459368,2.460297,0.278894,TPMS,K Generator,quadratic,TPMS|K Generator|6
TPMS,K Generator_0.16.stl,,,,,,10.014,261360,1,1,-44,0.15947,54.1228,8.6311,0.864,-26.75827,33.68632,-0.89171,10.18268,163.4136,22.8774,0.3698,0.0642,4000,0.03698,,0.33334,0.33333,0.33333,1.00002,1e-05,0.33333,0.33333,0.33334,0.0,0.938,33.3,OK,K Generator_0.16,0.048618,0.049625,0.27361,0.155197,1.836348,0.053476,0.026948,0.024358,0.15947,1.15862,8.643,6.270772,1.000016,-0.103315,1.179785,2.65062,-0.359203,0.452205,2.193662,0.319173,TPMS,K Generator,quadratic,TPMS|K Generator|7
TPMS,K Generator_0.18.stl,,,,,,10.015,262464,1,1,-44,0.17888,48.686,8.7088,0.86,-27.43059,32.754,-1.01251,9.99679,186.6422,23.3978,0.4157,0.0727,4000,0.04157,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.927,32.5,OK,K Generator_0.18,0.056778,0.058039,0.271766,0.142746,1.732872,0.062877,0.030756,0.027831,0.17888,1.14824,8.722,5.59034,0.999983,-0.116261,1.147875,2.686638,-0.361662,0.43185,2.46081,0.362031,TPMS,K Generator,quadratic,TPMS|K Generator|8
TPMS,K Generator_0.20.stl,,,,,,10.015,263568,1,1,-44,0.19936,44.0733,8.7864,0.849,-26.83986,31.69584,-1.16717,10.08517,174.8515,23.6327,0.4513,0.081,4000,0.04513,,0.33334,0.33333,0.33332,1.00005,2e-05,0.33333,0.33333,0.33334,1e-05,0.921,34.2,OK,K Generator_0.20,0.065999,0.067572,0.269745,0.129433,1.631772,0.073617,0.03485,0.031629,0.19936,1.13812,8.7996,5.016051,0.999994,-0.132837,1.147809,2.689675,-0.347659,0.410559,2.264864,0.396533,TPMS,K Generator,quadratic,TPMS|K Generator|9
TPMS,K Generator_0.22.stl,,,,,,10.014,264592,1,1,-44,0.21882,40.4412,8.8494,0.84,-26.93797,31.55689,-1.27295,9.95133,201.1311,24.2637,0.4942,0.0854,4000,0.04942,,0.33337,0.33333,0.3333,1.00022,7e-05,0.3333,0.33333,0.33337,3e-05,0.91,33.8,OK,K Generator_0.22,0.075175,0.077077,0.267921,0.117131,1.547119,0.084423,0.038773,0.035313,0.21882,1.13003,8.8617,4.569966,1.000006,-0.143847,1.124528,2.741864,-0.343988,0.402969,2.568367,0.437335,TPMS,K Generator,quadratic,TPMS|K Generator|10
TPMS,K Generator_0.24.stl,,,,,,10.015,265520,1,1,-44,0.23884,37.388,8.9297,0.832,-25.92291,29.78376,-1.43785,9.99615,186.15,23.806,0.5395,0.0957,4000,0.05395,,0.33338,0.33334,0.33328,1.00029,0.0001,0.33333,0.33337,0.3333,3e-05,0.901,35.3,OK,K Generator_0.24,0.085271,0.087556,0.266083,0.104301,1.465973,0.096456,0.042904,0.039253,0.23884,1.11985,8.9432,4.186903,0.999994,-0.161018,1.119421,2.66592,-0.325091,0.373509,2.334449,0.48176,TPMS,K Generator,quadratic,TPMS|K Generator|11
TPMS,K Generator_0.26.stl,,,,,,10.017,265632,1,1,-44,0.25864,34.6907,8.9723,0.823,-25.05055,29.1629,-1.59987,10.03774,189.586,24.1536,0.5783,0.1046,4000,0.05783,,0.33334,0.33333,0.33333,1.00004,1e-05,0.33333,0.33333,0.33334,1e-05,0.894,34.7,OK,K Generator_0.26,0.096014,0.09872,0.264356,0.091402,1.391445,0.109438,0.047141,0.043341,0.25864,1.11453,8.9876,3.866378,0.999989,-0.17831,1.118735,2.691988,-0.311171,0.362254,2.354988,0.518874,TPMS,K Generator,quadratic,TPMS|K Generator|12
TPMS,K Generator_0.28.stl,,,,,,10.017,266496,1,1,-44,0.27925,32.3432,9.0317,0.815,-24.03278,27.37395,-1.7754,9.72458,193.5507,25.2677,0.6176,0.1136,4000,0.06176,,0.33334,0.33333,0.33333,1.00002,1e-05,0.33333,0.33333,0.33334,0.0,0.883,33.8,OK,K Generator_0.28,0.107729,0.110904,0.262783,0.078336,1.322088,0.123801,0.05164,0.047701,0.27925,1.10719,9.0472,3.581021,0.999985,-0.196571,1.0767,2.797625,-0.294613,0.335572,2.372698,0.557806,TPMS,K Generator,quadratic,TPMS|K Generator|13
TPMS,K Generator_0.30.stl,,,,,,10.013,266306,1,1,-44,0.29902,30.4467,9.1043,0.807,-21.22307,25.56547,-1.9846,9.7469,186.1773,25.4437,0.6609,0.1195,4000,0.06609,,0.33343,0.33332,0.33325,1.00053,0.00018,0.33338,0.33328,0.33335,4e-05,0.875,33.9,OK,K Generator_0.30,0.119555,0.123213,0.261405,0.065888,1.261193,0.138484,0.05602,0.052002,0.29902,1.0984,9.116,3.344258,1.000014,-0.217988,1.070597,2.79473,-0.256051,0.308442,2.246186,0.601695,TPMS,K Generator,quadratic,TPMS|K Generator|14
TPMS,Neovius Generator_0.10.stl,,,,,,10.014,206784,1,1,-20,0.09896,75.0076,7.4225,0.894,-25.73996,25.37448,-0.58375,8.85625,239.1013,27.5073,0.2594,0.0872,4000,0.02594,,0.33334,0.33334,0.33332,1.00004,1e-05,0.33334,0.33334,0.33332,1e-05,0.952,33.9,OK,Neovius Generator_0.10,0.027103,0.026223,0.343629,0.218361,0.388002,0.052343,0.017159,0.006826,0.09896,1.34721,7.4331,10.105093,0.999966,-0.078643,1.193122,3.705809,-0.467173,0.46054,4.339623,0.192546,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|4
TPMS,Neovius Generator_0.12.stl,,,,,,10.013,207264,1,1,-20,0.11931,62.817,7.495,0.883,-25.93299,25.31245,-0.71544,8.7233,246.0869,28.32,0.3128,0.1012,4000,0.03128,,0.33334,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33334,0.0,0.941,37.4,OK,Neovius Generator_0.12,0.03428,0.033292,0.338545,0.212246,0.406409,0.064401,0.020877,0.008844,0.11931,1.33428,7.5044,8.381527,1.000041,-0.09546,1.16393,3.778672,-0.461684,0.450636,4.381072,0.234434,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|5
TPMS,Neovius Generator_0.14.stl,,,,,,10.013,207936,1,1,-20,0.13965,54.0893,7.5535,0.874,-25.86191,26.39251,-0.8414,8.60263,241.7898,29.1002,0.3636,0.1113,4000,0.03636,,0.33334,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33334,0.0,0.932,35.7,OK,Neovius Generator_0.14,0.042017,0.040963,0.333421,0.204864,0.42695,0.076757,0.024679,0.011117,0.13965,1.32388,7.5634,7.160759,0.999991,-0.111391,1.138883,3.852509,-0.453269,0.462569,4.237731,0.274648,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|6
TPMS,Neovius Generator_0.16.stl,,,,,,10.008,208320,1,1,-20,0.1594,47.7571,7.6125,0.865,-26.09543,25.22279,-0.97681,8.44896,259.4288,29.4423,0.412,0.1234,4000,0.0412,,0.33335,0.33334,0.33331,1.00013,4e-05,0.33334,0.33335,0.33331,1e-05,0.923,35.5,OK,Neovius Generator_0.16,0.049932,0.048859,0.328537,0.196837,0.448228,0.088812,0.028395,0.01354,0.1594,1.31363,7.6186,6.273526,1.000002,-0.128317,1.109882,3.867635,-0.45031,0.435252,4.476779,0.313634,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|7
TPMS,Neovius Generator_0.18.stl,,,,,,10.013,208704,1,1,-20,0.17878,42.7588,7.6444,0.856,-26.27394,24.7322,-1.11519,8.34154,265.5297,30.1587,0.4583,0.1337,4000,0.04583,,0.33334,0.33333,0.33333,1.00004,1e-05,0.33333,0.33333,0.33334,1e-05,0.913,33.6,OK,Neovius Generator_0.18,0.058499,0.057453,0.323661,0.18807,0.470981,0.101324,0.032269,0.016262,0.17878,1.30814,7.6544,5.593467,0.999998,-0.145883,1.091194,3.945192,-0.44961,0.423227,4.543852,0.350344,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|8
TPMS,Neovius Generator_0.20.stl,,,,,,10.016,208704,1,1,-20,0.19916,38.5347,7.6744,0.847,-26.10896,23.64805,-1.27442,8.31085,285.5754,31.942,0.5119,0.1431,4000,0.05119,,0.33333,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.905,33.9,OK,Neovius Generator_0.20,0.06814,0.067179,0.318605,0.178209,0.496134,0.114837,0.036487,0.019436,0.19916,1.303,7.6869,5.021089,0.999978,-0.166057,1.082907,4.162057,-0.443283,0.401501,4.848558,0.392861,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|9
TPMS,Neovius Generator_0.22.stl,,,,,,10.014,209664,1,1,-20,0.21934,35.1422,7.7081,0.832,-26.70495,22.10911,-1.4396,8.04634,308.2787,33.2116,0.5639,0.1533,4000,0.05639,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.891,33.6,OK,Neovius Generator_0.22,0.078192,0.077367,0.313857,0.168107,0.521682,0.128433,0.040794,0.02286,0.21934,1.29734,7.7189,4.559132,1.000001,-0.186765,1.043882,4.308668,-0.449467,0.372115,5.188597,0.434659,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|10
TPMS,Neovius Generator_0.24.stl,,,,,,10.014,208800,1,1,-20,0.23948,32.2725,7.7285,0.817,-26.75683,18.7514,-1.61125,7.86897,332.2225,34.2099,0.6146,0.1615,4000,0.06146,,0.33334,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33334,0.0,0.88,34.0,OK,Neovius Generator_0.24,0.088999,0.088372,0.309233,0.157494,0.548458,0.142566,0.045348,0.02666,0.23948,1.29389,7.7395,4.175714,0.999985,-0.208478,1.01816,4.426393,-0.447951,0.313928,5.561928,0.475001,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|11
TPMS,Neovius Generator_0.26.stl,,,,,,10.015,207744,1,1,-20,0.25879,29.8752,7.7314,0.805,-26.55958,16.43269,-1.81081,7.83701,358.4438,36.8856,0.6658,0.171,4000,0.06658,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.868,33.6,OK,Neovius Generator_0.26,0.100112,0.099729,0.304999,0.147079,0.574866,0.156711,0.049987,0.030676,0.25879,1.29343,7.743,3.864137,1.0,-0.234215,1.013659,4.770881,-0.444329,0.274911,5.996591,0.514757,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|12
TPMS,Neovius Generator_0.28.stl,,,,,,10.014,207152,1,1,-20,0.27919,27.6896,7.7307,0.793,-26.13581,13.81422,-2.03106,7.52849,400.1578,37.0207,0.7093,0.1807,4000,0.07093,,0.33335,0.33333,0.33332,1.00008,3e-05,0.33332,0.33333,0.33335,1e-05,0.856,33.0,OK,Neovius Generator_0.28,0.112513,0.112434,0.300908,0.136066,0.602853,0.172182,0.055186,0.035266,0.27919,1.29355,7.7415,3.58179,1.000005,-0.262728,0.973848,4.788815,-0.437324,0.23115,6.695734,0.548336,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|13
TPMS,Neovius Generator_0.30.stl,,,,,,10.015,205776,1,1,-20,0.29904,25.7592,7.703,0.778,-25.11423,10.73626,-2.28223,7.15657,452.876,42.2203,0.7644,0.1967,4000,0.07644,,0.33333,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.841,32.9,OK,Neovius Generator_0.30,0.124843,0.12511,0.297224,0.125438,0.629978,0.187174,0.060328,0.039955,0.29904,1.29819,7.7146,3.344034,0.999996,-0.296277,0.929059,5.480998,-0.42325,0.180938,7.63231,0.58882,TPMS,Neovius Generator,quadratic,TPMS|Neovius Generator|14
TPMS,OCTO Generator_0.14.stl,,,,,,10.045,215556,1,1,4,0.1376,56.0429,7.7114,0.896,-10.22221,8.66976,-1.31918,4.62772,226.1297,28.3885,0.3194,0.117,4000,0.03194,,0.3334,0.33334,0.33326,1.00044,0.00015,0.33326,0.33334,0.3334,6e-05,0.958,32.3,OK,OCTO Generator_0.14,0.042192,0.043494,0.261087,0.079121,0.770652,0.055507,0.016396,0.015071,0.1376,1.29676,7.7462,7.267442,0.999987,-0.171067,0.600106,3.681319,-0.171896,0.14579,3.80259,0.246305,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|6
TPMS,OCTO Generator_0.16.stl,,,,,,10.04,215520,1,1,4,0.15805,48.8954,7.7281,0.885,-10.47544,9.67213,-1.39712,4.60787,203.7726,30.3378,0.3664,0.1271,4000,0.03664,,0.3334,0.33332,0.33328,1.00035,0.00012,0.33329,0.33332,0.33339,4e-05,0.95,32.5,OK,OCTO Generator_0.16,0.061726,0.063493,0.263816,0.069877,0.79219,0.080998,0.024838,0.022245,0.15805,1.29401,7.7588,6.327112,1.000024,-0.180789,0.596263,3.92574,-0.175407,0.161956,3.412092,0.283151,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|7
TPMS,OCTO Generator_0.18.stl,,,,,,10.042,216224,1,1,4,0.17769,43.4979,7.7292,0.874,-10.63972,11.00973,-1.48764,4.60048,196.6738,28.9364,0.4159,0.1398,4000,0.04159,,0.33341,0.3333,0.33329,1.00036,0.00012,0.3333,0.3333,0.33341,5e-05,0.941,31.5,OK,OCTO Generator_0.18,0.071972,0.073959,0.265084,0.066829,0.799205,0.094444,0.029372,0.026003,0.17769,1.2938,7.7616,5.627779,1.000008,-0.192472,0.595212,3.743805,-0.178102,0.184295,3.292183,0.321455,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|8
TPMS,OCTO Generator_0.20.stl,,,,,,10.029,216400,1,1,4,0.19786,39.2494,7.7658,0.866,-10.71553,11.70536,-1.54513,4.50573,190.4693,28.4946,0.4668,0.1503,4000,0.04668,,0.33334,0.33333,0.33333,1.00003,1e-05,0.33333,0.33333,0.33334,0.0,0.933,31.2,OK,OCTO Generator_0.20,0.082653,0.084857,0.266231,0.063944,0.806087,0.108452,0.034169,0.029939,0.19786,1.28768,7.7884,5.054079,0.999989,-0.198964,0.580195,3.669201,-0.177677,0.19409,3.158224,0.362512,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|9
TPMS,OCTO Generator_0.22.stl,,,,,,10.04,215336,1,1,4,0.21726,35.7044,7.7571,0.857,-10.88294,12.86801,-1.64188,4.52627,192.5704,27.8684,0.5182,0.1591,4000,0.05182,,0.33341,0.33333,0.33327,1.00043,0.00014,0.33327,0.33333,0.3334,6e-05,0.924,31.3,OK,OCTO Generator_0.22,0.094036,0.096474,0.267146,0.06147,0.812117,0.123364,0.039284,0.034141,0.21726,1.28914,7.7881,4.60278,0.999995,-0.211661,0.583497,3.592614,-0.18086,0.21385,3.200269,0.401975,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|10
TPMS,OCTO Generator_0.24.stl,,,,,,10.036,215176,1,1,4,0.23721,32.7779,7.7751,0.848,-10.99232,13.52683,-1.72838,4.47604,196.2186,28.9394,0.5658,0.1681,4000,0.05658,,0.33336,0.33333,0.33331,1.00016,5e-05,0.33335,0.33334,0.33331,2e-05,0.915,32.0,OK,OCTO Generator_0.24,0.105829,0.108519,0.267772,0.059318,0.817602,0.138751,0.044555,0.038507,0.23721,1.28613,7.8033,4.215674,0.999981,-0.222293,0.575678,3.721992,-0.181828,0.223752,3.245727,0.439923,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|11
TPMS,OCTO Generator_0.26.stl,,,,,,10.052,215096,1,1,4,0.25605,30.2217,7.7383,0.841,-11.24509,13.67014,-1.81444,4.38808,197.476,28.4079,0.6198,0.1741,4000,0.06198,,0.3334,0.33332,0.33328,1.00038,0.00013,0.33328,0.3334,0.33332,5e-05,0.908,32.1,OK,OCTO Generator_0.26,0.118456,0.121421,0.268255,0.057517,0.822312,0.155217,0.050185,0.043184,0.25605,1.29228,7.7785,3.905487,1.000004,-0.234476,0.567062,3.671094,-0.187791,0.228289,3.29782,0.479618,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|12
TPMS,OCTO Generator_0.28.stl,,,,,,10.057,214960,1,1,4,0.27484,28.1705,7.7424,0.83,-11.3237,14.05853,-1.90528,4.36665,209.2686,28.3315,0.6673,0.1807,4000,0.06673,,0.3334,0.33331,0.33329,1.00032,0.00011,0.33332,0.33339,0.33329,4e-05,0.898,31.7,OK,OCTO Generator_0.28,0.130876,0.134116,0.268592,0.055819,0.826886,0.171332,0.055711,0.047803,0.27484,1.29159,7.7865,3.638481,1.000003,-0.246085,0.563993,3.659275,-0.188903,0.234526,3.491042,0.516649,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|13
TPMS,OCTO Generator_0.30.stl,,,,,,10.098,214336,1,1,4,0.29125,26.3205,7.6659,0.822,-11.38609,14.08968,-2.01668,4.22496,221.346,29.0467,0.723,0.1913,4000,0.0723,,0.33337,0.33333,0.3333,1.00021,7e-05,0.33337,0.33333,0.3333,3e-05,0.887,30.5,OK,OCTO Generator_0.30,0.144359,0.14791,0.268792,0.054369,0.830661,0.188847,0.061678,0.052817,0.29125,1.30449,7.741,3.433476,1.000007,-0.263073,0.551141,3.789106,-0.193756,0.239762,3.766618,0.554241,TPMS,OCTO Generator,quadratic,TPMS|OCTO Generator|14
TPMS,P Generator_0.10.stl,,,,,,10.015,159888,1,1,-8,0.0994,51.4033,5.1096,0.883,-9.81382,11.25658,-0.25366,6.022,39.9337,11.4732,0.4168,0.0558,4000,0.04168,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.948,20.6,OK,P Generator_0.10,0.031074,0.030291,0.333581,0.206182,3.247416,0.038775,0.027292,0.018644,0.0994,1.95714,5.1172,10.060362,1.000022,-0.049645,1.178592,2.24547,-0.37591,0.431173,1.529624,0.212963,TPMS,P Generator,quadratic,TPMS|P Generator|4
TPMS,P Generator_0.12.stl,,,,,,10.014,161280,1,1,-8,0.11941,43.4968,5.1941,0.875,-9.98447,10.89168,-0.2956,5.91533,43.3253,11.838,0.4985,0.0673,4000,0.04985,,0.33334,0.33333,0.33333,1.00004,1e-05,0.33333,0.33333,0.33334,1e-05,0.937,21.4,OK,P Generator_0.12,0.03842,0.037553,0.330017,0.203266,3.096835,0.047438,0.032783,0.022692,0.11941,1.92532,5.2012,8.374508,1.000028,-0.056912,1.138888,2.279189,-0.370108,0.403737,1.606,0.258919,TPMS,P Generator,quadratic,TPMS|P Generator|5
TPMS,P Generator_0.14.stl,,,,,,10.014,162480,1,1,-8,0.13884,37.967,5.2715,0.866,-10.03802,11.64276,-0.35139,5.82845,45.3838,11.4924,0.5794,0.0777,4000,0.05794,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.925,21.4,OK,P Generator_0.14,0.046009,0.045095,0.32635,0.200207,2.95639,0.056227,0.038125,0.026759,0.13884,1.89705,5.2787,7.202535,1.000031,-0.06666,1.105687,2.180167,-0.361249,0.419,1.633274,0.305421,TPMS,P Generator,quadratic,TPMS|P Generator|6
